; Sample Rate 8000
0.177875	0
0.178000	0
0.178125	0
0.178250	0
0.178375	-0.0078125
0.178500	-0.0078125
0.178625	0
0.178750	-0.0078125
0.178875	-0.0078125
0.179000	-0.0078125
0.179125	-0.0078125
0.179250	-0.0078125
0.179375	-0.0078125
0.179500	-0.0078125
0.179625	-0.0078125
0.179750	-0.0078125
0.179875	-0.0078125
0.180000	-0.0078125
0.180125	-0.0078125
0.180250	-0.0078125
0.180375	-0.0078125
0.180500	-0.0078125
0.180625	-0.0078125
0.180750	-0.0078125
0.180875	-0.0078125
0.181000	-0.0078125
0.181125	-0.0078125
0.181250	-0.0078125
0.181375	-0.0078125
0.181500	-0.0078125
0.181625	-0.0078125
0.181750	-0.0078125
0.181875	-0.0078125
0.182000	-0.0078125
0.182125	-0.0078125
0.182250	-0.0078125
0.182375	-0.0078125
0.182500	-0.0078125
0.182625	-0.0078125
0.182750	-0.0078125
0.182875	0
0.183000	0
0.183125	0
0.183250	0
0.183375	0
0.183500	0
0.183625	0
0.183750	0
0.183875	0
0.184000	0
0.184125	0
0.184250	0
0.184375	0
0.184500	0.0078125
0.184625	0.0078125
0.184750	0.0078125
0.184875	0.0078125
0.185000	0.0078125
0.185125	0.0078125
0.185250	0.0078125
0.185375	0.0078125
0.185500	0.0078125
0.185625	0.0078125
0.185750	0.0078125
0.185875	0.0078125
0.186000	0.0078125
0.186125	0.0078125
0.186250	0.0078125
0.186375	0.0078125
0.186500	0.0078125
0.186625	0.0078125
0.186750	0.0078125
0.186875	0.0078125
0.187000	0.0078125
0.187125	0
0.187250	0
0.187375	0
0.187500	0
0.187625	0
0.187750	0
0.187875	0
0.188000	-0.0078125
0.188125	-0.0078125
0.188250	-0.0078125
0.188375	-0.0078125
0.188500	-0.0078125
0.188625	-0.0078125
0.188750	-0.015625
0.188875	-0.015625
0.189000	-0.015625
0.189125	-0.015625
0.189250	-0.015625
0.189375	-0.015625
0.189500	-0.015625
0.189625	-0.015625
0.189750	-0.015625
0.189875	-0.0234375
0.190000	-0.0234375
0.190125	-0.0234375
0.190250	-0.0234375
0.190375	-0.0234375
0.190500	-0.0234375
0.190625	-0.0234375
0.190750	-0.0234375
0.190875	-0.0234375
0.191000	-0.0234375
0.191125	-0.0234375
0.191250	-0.0234375
0.191375	-0.0234375
0.191500	-0.0234375
0.191625	-0.0234375
0.191750	-0.0234375
0.191875	-0.0234375
0.192000	-0.0234375
0.192125	-0.0234375
0.192250	-0.0234375
0.192375	-0.015625
0.192500	-0.015625
0.192625	-0.015625
0.192750	-0.015625
0.192875	-0.0078125
0.193000	-0.0078125
0.193125	-0.0078125
0.193250	-0.0078125
0.193375	-0.0078125
0.193500	0
0.193625	0
0.193750	0
0.193875	0
0.194000	0.0078125
0.194125	0.0078125
0.194250	0.0078125
0.194375	0.0078125
0.194500	0.0078125
0.194625	0.015625
0.194750	0.015625
0.194875	0.015625
0.195000	0.015625
0.195125	0.015625
0.195250	0.015625
0.195375	0.0234375
0.195500	0.0234375
0.195625	0.0234375
0.195750	0.0234375
0.195875	0.0234375
0.196000	0.03125
0.196125	0.03125
0.196250	0.03125
0.196375	0.03125
0.196500	0.03125
0.196625	0.03125
0.196750	0.03125
0.196875	0.03125
0.197000	0.0234375
0.197125	0.0234375
0.197250	0.0234375
0.197375	0.0234375
0.197500	0.015625
0.197625	0.015625
0.197750	0.015625
0.197875	0.0078125
0.198000	0.0078125
0.198125	0.0078125
0.198250	0.0078125
0.198375	0
0.198500	0
0.198625	0
0.198750	0
0.198875	-0.0078125
0.199000	-0.0078125
0.199125	-0.0078125
0.199250	-0.0078125
0.199375	-0.015625
0.199500	-0.015625
0.199625	-0.015625
0.199750	-0.0234375
0.199875	-0.0234375
0.200000	-0.0234375
0.200125	-0.03125
0.200250	-0.03125
0.200375	-0.03125
0.200500	-0.03125
0.200625	-0.03125
0.200750	-0.03125
0.200875	-0.03125
0.201000	-0.0390625
0.201125	-0.0390625
0.201250	-0.0390625
0.201375	-0.0390625
0.201500	-0.0390625
0.201625	-0.03125
0.201750	-0.0390625
0.201875	-0.03125
0.202000	-0.03125
0.202125	-0.03125
0.202250	-0.03125
0.202375	-0.03125
0.202500	-0.03125
0.202625	-0.0234375
0.202750	-0.0234375
0.202875	-0.0234375
0.203000	-0.0234375
0.203125	-0.0234375
0.203250	-0.0234375
0.203375	-0.015625
0.203500	-0.015625
0.203625	-0.015625
0.203750	-0.015625
0.203875	-0.0078125
0.204000	-0.0078125
0.204125	-0.0078125
0.204250	-0.0078125
0.204375	0
0.204500	0
0.204625	0
0.204750	0
0.204875	0.0078125
0.205000	0.0078125
0.205125	0.0078125
0.205250	0.015625
0.205375	0.015625
0.205500	0.015625
0.205625	0.015625
0.205750	0.015625
0.205875	0.015625
0.206000	0.015625
0.206125	0.015625
0.206250	0.015625
0.206375	0.015625
0.206500	0.015625
0.206625	0.015625
0.206750	0.015625
0.206875	0.015625
0.207000	0.015625
0.207125	0.015625
0.207250	0.015625
0.207375	0.0078125
0.207500	0.0078125
0.207625	0.0078125
0.207750	0.0078125
0.207875	0.0078125
0.208000	0.0078125
0.208125	0.0078125
0.208250	0.0078125
0.208375	0.0078125
0.208500	0.0078125
0.208625	0
0.208750	0
0.208875	0
0.209000	0
0.209125	0
0.209250	0
0.209375	0
0.209500	0
0.209625	0
0.209750	-0.0078125
0.209875	-0.0078125
0.210000	-0.0078125
0.210125	-0.0078125
0.210250	-0.0078125
0.210375	-0.0078125
0.210500	-0.0078125
0.210625	-0.0078125
0.210750	-0.0078125
0.210875	-0.0078125
0.211000	-0.0078125
0.211125	-0.0078125
0.211250	-0.0078125
0.211375	-0.0078125
0.211500	-0.0078125
0.211625	-0.0078125
0.211750	-0.0078125
0.211875	-0.0078125
0.212000	-0.0078125
0.212125	-0.0078125
0.212250	-0.0078125
0.212375	-0.0078125
0.212500	-0.0078125
0.212625	-0.0078125
0.212750	-0.0078125
0.212875	-0.0078125
0.213000	-0.0078125
0.213125	-0.0078125
0.213250	0
0.213375	-0.0078125
0.213500	-0.0078125
0.213625	-0.0078125
0.213750	-0.0078125
0.213875	-0.0078125
0.214000	-0.0078125
0.214125	-0.0078125
0.214250	-0.0078125
0.214375	-0.0078125
0.214500	-0.0078125
0.214625	-0.0078125
0.214750	-0.0078125
0.214875	-0.0078125
0.215000	-0.0078125
0.215125	-0.0078125
0.215250	-0.0078125
0.215375	-0.0078125
0.215500	-0.0078125
0.215625	0
0.215750	0
0.215875	-0.0078125
0.216000	-0.0078125
0.216125	-0.0078125
0.216250	-0.0078125
0.216375	-0.0078125
0.216500	-0.0078125
0.216625	-0.0078125
0.216750	-0.0078125
0.216875	0
0.217000	0
0.217125	0
0.217250	0
0.217375	0
0.217500	0
0.217625	0
0.217750	0
0.217875	0
0.218000	0
0.218125	0
0.218250	0
0.218375	0
0.218500	0
0.218625	0
0.218750	0
0.218875	0
0.219000	0
0.219125	0
0.219250	0
0.219375	0
0.219500	-0.0078125
0.219625	-0.0078125
0.219750	0
0.219875	0
0.220000	-0.0078125
0.220125	0
0.220250	0
0.220375	0
0.220500	-0.0078125
0.220625	-0.0078125
0.220750	0
0.220875	0
0.221000	0
0.221125	0
0.221250	-0.0078125
0.221375	-0.0078125
0.221500	-0.0078125
0.221625	-0.0078125
0.221750	-0.0078125
0.221875	-0.0078125
0.222000	0
0.222125	0
0.222250	0
0.222375	0
0.222500	-0.0078125
0.222625	-0.0078125
0.222750	0
0.222875	-0.0078125
0.223000	-0.0078125
0.223125	-0.0078125
0.223250	-0.0078125
0.223375	-0.0078125
0.223500	-0.0078125
0.223625	-0.0078125
0.223750	0
0.223875	-0.0078125
0.224000	-0.0078125
0.224125	-0.0078125
0.224250	-0.0078125
0.224375	-0.0078125
0.224500	-0.0078125
0.224625	-0.0078125
0.224750	-0.0078125
0.224875	-0.0078125
0.225000	-0.0078125
0.225125	-0.0078125
0.225250	-0.0078125
0.225375	0
0.225500	0
0.225625	0
0.225750	-0.0078125
0.225875	0
0.226000	0
0.226125	0
0.226250	-0.0078125
0.226375	-0.0078125
0.226500	0
0.226625	0
0.226750	0
0.226875	0
0.227000	-0.0078125
0.227125	-0.0078125
0.227250	-0.0078125
0.227375	-0.0078125
0.227500	-0.0078125
0.227625	-0.0078125
0.227750	0
0.227875	-0.0078125
0.228000	0
0.228125	-0.0078125
0.228250	-0.0078125
0.228375	0
0.228500	0
0.228625	0
0.228750	0
0.228875	0
0.229000	-0.0078125
0.229125	0
0.229250	0
0.229375	-0.0078125
0.229500	0
0.229625	0
0.229750	-0.0078125
0.229875	-0.0078125
0.230000	0
0.230125	-0.0078125
0.230250	0
0.230375	-0.0078125
0.230500	0
0.230625	-0.0078125
0.230750	-0.0078125
0.230875	0
0.231000	-0.0078125
0.231125	-0.0078125
0.231250	-0.0078125
0.231375	-0.0078125
0.231500	-0.0078125
0.231625	-0.0078125
0.231750	-0.0078125
0.231875	-0.0078125
0.232000	-0.0078125
0.232125	-0.0078125
0.232250	0
0.232375	0
0.232500	0
0.232625	0
0.232750	0
0.232875	0
0.233000	-0.0078125
0.233125	-0.0078125
0.233250	-0.0078125
0.233375	-0.0078125
0.233500	-0.0078125
0.233625	-0.0078125
0.233750	-0.0078125
0.233875	-0.0078125
0.234000	-0.0078125
0.234125	0
0.234250	-0.0078125
0.234375	-0.0078125
0.234500	-0.0078125
0.234625	-0.0078125
0.234750	-0.0078125
0.234875	-0.0078125
0.235000	-0.0078125
0.235125	-0.0078125
0.235250	0
0.235375	0
0.235500	-0.0078125
0.235625	-0.0078125
0.235750	-0.0078125
0.235875	-0.0078125
0.236000	-0.0078125
0.236125	0
0.236250	-0.0078125
0.236375	-0.0078125
0.236500	-0.0078125
0.236625	-0.0078125
0.236750	-0.0078125
0.236875	-0.0078125
0.237000	0
0.237125	-0.0078125
0.237250	-0.0078125
0.237375	-0.0078125
0.237500	-0.0078125
0.237625	-0.0078125
0.237750	0
0.237875	-0.0078125
0.238000	-0.0078125
0.238125	-0.0078125
0.238250	0
0.238375	0
0.238500	0
0.238625	-0.0078125
0.238750	-0.0078125
0.238875	0
0.239000	0
0.239125	-0.0078125
0.239250	0
0.239375	-0.0078125
0.239500	0
0.239625	0
0.239750	0
0.239875	0
0.240000	0
0.240125	-0.0078125
0.240250	-0.0078125
0.240375	-0.0078125
0.240500	-0.0078125
0.240625	0
0.240750	-0.0078125
0.240875	-0.0078125
0.241000	-0.0078125
0.241125	-0.0078125
0.241250	-0.0078125
0.241375	0
0.241500	0
0.241625	0
0.241750	0
0.241875	0
0.242000	-0.0078125
0.242125	-0.0078125
0.242250	-0.0078125
0.242375	-0.0078125
0.242500	-0.0078125
0.242625	0
0.242750	-0.0078125
0.242875	-0.0078125
0.243000	0
0.243125	-0.0078125
0.243250	0
0.243375	0
0.243500	-0.0078125
0.243625	-0.0078125
0.243750	-0.0078125
0.243875	-0.0078125
0.244000	-0.0078125
0.244125	-0.0078125
0.244250	0
0.244375	-0.0078125
0.244500	-0.0078125
0.244625	-0.0078125
0.244750	-0.0078125
0.244875	-0.0078125
0.245000	0
0.245125	-0.0078125
0.245250	-0.0078125
0.245375	-0.0078125
0.245500	-0.0078125
0.245625	-0.0078125
0.245750	-0.0078125
0.245875	0
0.246000	-0.0078125
0.246125	-0.0078125
0.246250	-0.0078125
0.246375	-0.0078125
0.246500	-0.0078125
0.246625	-0.0078125
0.246750	-0.0078125
0.246875	-0.0078125
0.247000	-0.0078125
0.247125	-0.0078125
0.247250	-0.0078125
0.247375	-0.0078125
0.247500	-0.0078125
0.247625	0
0.247750	-0.0078125
0.247875	0
0.248000	-0.0078125
0.248125	-0.0078125
0.248250	0
0.248375	0
0.248500	-0.0078125
0.248625	-0.0078125
0.248750	0
0.248875	-0.0078125
0.249000	-0.0078125
0.249125	-0.0078125
0.249250	-0.0078125
0.249375	-0.0078125
0.249500	0
0.249625	-0.0078125
0.249750	-0.0078125
0.249875	0
0.250000	0
0.250125	-0.0078125
0.250250	-0.0078125
0.250375	-0.0078125
0.250500	-0.0078125
0.250625	0
0.250750	0
0.250875	0
0.251000	0
0.251125	0
0.251250	0
0.251375	0
0.251500	0
0.251625	0
0.251750	0
0.251875	0
0.252000	0
0.252125	-0.0078125
0.252250	-0.0078125
0.252375	-0.0078125
0.252500	-0.0078125
0.252625	-0.0078125
0.252750	-0.0078125
0.252875	0
0.253000	0
0.253125	-0.0078125
0.253250	-0.0078125
0.253375	-0.0078125
0.253500	-0.0078125
0.253625	-0.0078125
0.253750	-0.0078125
0.253875	-0.0078125
0.254000	-0.0078125
0.254125	0
0.254250	-0.0078125
0.254375	-0.0078125
0.254500	-0.0078125
0.254625	0
0.254750	0
0.254875	0
0.255000	0
0.255125	-0.0078125
0.255250	0
0.255375	-0.0078125
0.255500	-0.0078125
0.255625	0
0.255750	-0.0078125
0.255875	-0.0078125
0.256000	-0.0078125
0.256125	0
0.256250	0
0.256375	0
0.256500	-0.0078125
0.256625	-0.0078125
0.256750	-0.0078125
0.256875	-0.0078125
0.257000	-0.0078125
0.257125	-0.0078125
0.257250	-0.0078125
0.257375	-0.0078125
0.257500	-0.0078125
0.257625	-0.0078125
0.257750	-0.0078125
0.257875	-0.0078125
0.258000	-0.0078125
0.258125	-0.0078125
0.258250	-0.0078125
0.258375	-0.0078125
0.258500	0
0.258625	-0.0078125
0.258750	0
0.258875	0
0.259000	0
0.259125	0
0.259250	0
0.259375	-0.0078125
0.259500	0
0.259625	-0.0078125
0.259750	-0.0078125
0.259875	-0.0078125
0.260000	-0.0078125
0.260125	-0.0078125
0.260250	0
0.260375	-0.0078125
0.260500	-0.0078125
0.260625	-0.0078125
0.260750	-0.0078125
0.260875	-0.0078125
0.261000	-0.0078125
0.261125	0
0.261250	0
0.261375	0
0.261500	0
0.261625	0
0.261750	0
0.261875	0
0.262000	0
0.262125	0
0.262250	0
0.262375	-0.0078125
0.262500	-0.0078125
0.262625	0
0.262750	-0.0078125
0.262875	0
0.263000	-0.0078125
0.263125	-0.0078125
0.263250	-0.0078125
0.263375	-0.0078125
0.263500	-0.0078125
0.263625	-0.0078125
0.263750	-0.0078125
0.263875	-0.0078125
0.264000	-0.0078125
0.264125	0
0.264250	0
0.264375	0
0.264500	0
0.264625	0
0.264750	0
0.264875	0
0.265000	0
0.265125	0
0.265250	0
0.265375	0
0.265500	0
0.265625	-0.0078125
0.265750	-0.0078125
0.265875	-0.0078125
0.266000	-0.0078125
0.266125	-0.0078125
0.266250	-0.0078125
0.266375	-0.0078125
0.266500	-0.0078125
0.266625	0
0.266750	-0.0078125
0.266875	-0.0078125
0.267000	-0.0078125
0.267125	-0.0078125
0.267250	-0.0078125
0.267375	-0.0078125
0.267500	-0.0078125
0.267625	-0.0078125
0.267750	-0.0078125
0.267875	0
0.268000	0
0.268125	0
0.268250	-0.0078125
0.268375	0
0.268500	-0.0078125
0.268625	-0.0078125
0.268750	-0.0078125
0.268875	-0.0078125
0.269000	-0.0078125
0.269125	-0.0078125
0.269250	-0.0078125
0.269375	-0.0078125
0.269500	-0.0078125
0.269625	-0.0078125
0.269750	-0.0078125
0.269875	-0.0078125
0.270000	-0.0078125
0.270125	0
0.270250	-0.0078125
0.270375	0
0.270500	0
0.270625	-0.0078125
0.270750	-0.0078125
0.270875	0
0.271000	-0.0078125
0.271125	0
0.271250	-0.0078125
0.271375	-0.0078125
0.271500	0
0.271625	0
0.271750	-0.0078125
0.271875	-0.0078125
0.272000	-0.0078125
0.272125	-0.0078125
0.272250	-0.0078125
0.272375	-0.0078125
0.272500	-0.0078125
0.272625	0
0.272750	-0.0078125
0.272875	-0.0078125
0.273000	0
0.273125	-0.0078125
0.273250	0
0.273375	0
0.273500	-0.0078125
0.273625	0
0.273750	0
0.273875	0
0.274000	0
0.274125	0
0.274250	0
0.274375	0
0.274500	0
0.274625	0
0.274750	-0.0078125
0.274875	0
0.275000	0
0.275125	-0.0078125
0.275250	0
0.275375	0
0.275500	-0.0078125
0.275625	-0.0078125
0.275750	-0.0078125
0.275875	-0.0078125
0.276000	-0.0078125
0.276125	-0.0078125
0.276250	-0.0078125
0.276375	-0.0078125
0.276500	-0.0078125
0.276625	0
0.276750	-0.0078125
0.276875	-0.0078125
0.277000	-0.0078125
0.277125	-0.0078125
0.277250	-0.0078125
0.277375	0
0.277500	0
0.277625	0
0.277750	-0.0078125
0.277875	-0.0078125
0.278000	0
0.278125	-0.0078125
0.278250	0
0.278375	0
0.278500	0
0.278625	-0.0078125
0.278750	-0.0078125
0.278875	-0.0078125
0.279000	-0.0078125
0.279125	0
0.279250	-0.0078125
0.279375	-0.0078125
0.279500	-0.0078125
0.279625	-0.0078125
0.279750	-0.0078125
0.279875	-0.0078125
0.280000	-0.0078125
0.280125	-0.0078125
0.280250	-0.0078125
0.280375	-0.0078125
0.280500	-0.0078125
0.280625	-0.0078125
0.280750	-0.0078125
0.280875	-0.0078125
0.281000	0
0.281125	0
0.281250	-0.0078125
0.281375	0
0.281500	0
0.281625	0
0.281750	0
0.281875	-0.0078125
0.282000	0
0.282125	0
0.282250	0
0.282375	-0.0078125
0.282500	0
0.282625	-0.0078125
0.282750	0
0.282875	-0.0078125
0.283000	-0.0078125
0.283125	-0.0078125
0.283250	-0.0078125
0.283375	-0.0078125
0.283500	0
0.283625	-0.0078125
0.283750	-0.0078125
0.283875	0
0.284000	0
0.284125	0
0.284250	0
0.284375	0
0.284500	0
0.284625	0
0.284750	-0.0078125
0.284875	-0.0078125
0.285000	-0.0078125
0.285125	-0.0078125
0.285250	-0.0078125
0.285375	-0.0078125
0.285500	-0.0078125
0.285625	-0.0078125
0.285750	-0.0078125
0.285875	-0.0078125
0.286000	-0.0078125
0.286125	-0.0078125
0.286250	-0.0078125
0.286375	0
0.286500	0
0.286625	0
0.286750	0
0.286875	0
0.287000	0
0.287125	0
0.287250	0
0.287375	0
0.287500	0
0.287625	0
0.287750	-0.0078125
0.287875	-0.0078125
0.288000	-0.0078125
0.288125	-0.0078125
0.288250	-0.0078125
0.288375	-0.0078125
0.288500	-0.0078125
0.288625	-0.0078125
0.288750	-0.0078125
0.288875	-0.0078125
0.289000	-0.0078125
0.289125	-0.0078125
0.289250	-0.0078125
0.289375	-0.0078125
0.289500	-0.0078125
0.289625	-0.0078125
0.289750	-0.0078125
0.289875	-0.0078125
0.290000	-0.0078125
0.290125	-0.0078125
0.290250	-0.0078125
0.290375	-0.0078125
0.290500	0
0.290625	0
0.290750	0
0.290875	0
0.291000	0
0.291125	0
0.291250	0
0.291375	0
0.291500	0
0.291625	0
0.291750	0
0.291875	0
0.292000	0
0.292125	0
0.292250	-0.0078125
0.292375	-0.0078125
0.292500	-0.0078125
0.292625	-0.0078125
0.292750	-0.0078125
0.292875	-0.0078125
0.293000	-0.0078125
0.293125	-0.0078125
0.293250	-0.0078125
0.293375	-0.0078125
0.293500	-0.0078125
0.293625	-0.0078125
0.293750	-0.0078125
0.293875	-0.0078125
0.294000	-0.0078125
0.294125	0
0.294250	0
0.294375	0
0.294500	0
0.294625	0
0.294750	0
0.294875	0
0.295000	0
0.295125	0
0.295250	0
0.295375	0
0.295500	0
0.295625	0
0.295750	0
0.295875	0
0.296000	-0.0078125
0.296125	0
0.296250	0
0.296375	0
0.296500	0
0.296625	0
0.296750	-0.0078125
0.296875	-0.0078125
0.297000	0
0.297125	-0.0078125
0.297250	-0.0078125
0.297375	-0.0078125
0.297500	-0.0078125
0.297625	-0.0078125
0.297750	-0.0078125
0.297875	-0.0078125
0.298000	-0.0078125
0.298125	-0.0078125
0.298250	-0.0078125
0.298375	-0.0078125
0.298500	-0.0078125
0.298625	-0.0078125
0.298750	-0.0078125
0.298875	0
0.299000	0
0.299125	0
0.299250	0
0.299375	0
0.299500	0
0.299625	-0.0078125
0.299750	-0.0078125
0.299875	0
0.300000	0
0.300125	0
0.300250	0
0.300375	0
0.300500	0
0.300625	0
0.300750	0
0.300875	-0.0078125
0.301000	-0.0078125
0.301125	0
0.301250	0
0.301375	0
0.301500	-0.0078125
0.301625	-0.0078125
0.301750	-0.0078125
0.301875	-0.0078125
0.302000	-0.0078125
0.302125	-0.0078125
0.302250	-0.0078125
0.302375	-0.0078125
0.302500	-0.0078125
0.302625	-0.0078125
0.302750	-0.0078125
0.302875	-0.0078125
0.303000	-0.0078125
0.303125	-0.0078125
0.303250	-0.0078125
0.303375	-0.0078125
0.303500	-0.0078125
0.303625	0
0.303750	-0.0078125
0.303875	0
0.304000	0
0.304125	0
0.304250	0
0.304375	0
0.304500	0
0.304625	0
0.304750	0
0.304875	0
0.305000	0
0.305125	0
0.305250	0
0.305375	0
0.305500	-0.0078125
0.305625	-0.0078125
0.305750	-0.0078125
0.305875	-0.0078125
0.306000	-0.0078125
0.306125	-0.0078125
0.306250	-0.0078125
0.306375	-0.0078125
0.306500	-0.0078125
0.306625	-0.0078125
0.306750	-0.0078125
0.306875	-0.0078125
0.307000	-0.0078125
0.307125	-0.0078125
0.307250	0
0.307375	-0.0078125
0.307500	-0.0078125
0.307625	-0.0078125
0.307750	-0.0078125
0.307875	-0.0078125
0.308000	0
0.308125	0
0.308250	0
0.308375	0
0.308500	0
0.308625	0
0.308750	0
0.308875	0
0.309000	0
0.309125	0
0.309250	0
0.309375	0
0.309500	0
0.309625	0
0.309750	0
0.309875	0
0.310000	0
0.310125	0
0.310250	-0.0078125
0.310375	-0.0078125
0.310500	-0.0078125
0.310625	-0.015625
0.310750	-0.015625
0.310875	-0.015625
0.311000	-0.015625
0.311125	-0.015625
0.311250	-0.015625
0.311375	-0.015625
0.311500	-0.015625
0.311625	-0.0078125
0.311750	-0.0078125
0.311875	-0.0078125
0.312000	-0.0078125
0.312125	0
0.312250	0
0.312375	0.0078125
0.312500	0.0078125
0.312625	0.0078125
0.312750	0.0078125
0.312875	0.0078125
0.313000	0.0078125
0.313125	0.0078125
0.313250	0.0078125
0.313375	0.0078125
0.313500	0.0078125
0.313625	0.0078125
0.313750	0
0.313875	0
0.314000	0
0.314125	0
0.314250	-0.0078125
0.314375	-0.0078125
0.314500	-0.0078125
0.314625	-0.015625
0.314750	-0.015625
0.314875	-0.015625
0.315000	-0.0234375
0.315125	-0.0234375
0.315250	-0.0234375
0.315375	-0.0234375
0.315500	-0.0234375
0.315625	-0.0234375
0.315750	-0.015625
0.315875	-0.015625
0.316000	-0.0078125
0.316125	-0.0078125
0.316250	0
0.316375	0
0.316500	0
0.316625	0.0078125
0.316750	0.0078125
0.316875	0.0078125
0.317000	0.0078125
0.317125	0.0078125
0.317250	0
0.317375	0
0.317500	0.0078125
0.317625	0.0078125
0.317750	0.015625
0.317875	0.0234375
0.318000	0.0234375
0.318125	0.0234375
0.318250	0.015625
0.318375	0.0078125
0.318500	0.0078125
0.318625	-0.0078125
0.318750	-0.015625
0.318875	-0.015625
0.319000	-0.0234375
0.319125	-0.0234375
0.319250	-0.03125
0.319375	-0.03125
0.319500	-0.03125
0.319625	-0.03125
0.319750	-0.0234375
0.319875	-0.0234375
0.320000	-0.015625
0.320125	-0.0078125
0.320250	0
0.320375	0
0.320500	0
0.320625	0
0.320750	0
0.320875	0
0.321000	0
0.321125	0
0.321250	0
0.321375	0.0078125
0.321500	0.0078125
0.321625	0.0078125
0.321750	0.0078125
0.321875	0
0.322000	0
0.322125	-0.0078125
0.322250	-0.0078125
0.322375	-0.0078125
0.322500	-0.0078125
0.322625	-0.0078125
0.322750	0
0.322875	0
0.323000	0
0.323125	0
0.323250	0
0.323375	0
0.323500	-0.0078125
0.323625	-0.0078125
0.323750	-0.0078125
0.323875	-0.0078125
0.324000	0
0.324125	0
0.324250	0
0.324375	0.0078125
0.324500	0
0.324625	0
0.324750	-0.0078125
0.324875	-0.0078125
0.325000	-0.015625
0.325125	-0.015625
0.325250	-0.0234375
0.325375	-0.0234375
0.325500	-0.015625
0.325625	-0.015625
0.325750	-0.0078125
0.325875	0
0.326000	0
0.326125	0.0078125
0.326250	0.0078125
0.326375	0.0078125
0.326500	0.0078125
0.326625	0.0078125
0.326750	0.0078125
0.326875	0
0.327000	0
0.327125	0
0.327250	0
0.327375	-0.0078125
0.327500	-0.0078125
0.327625	-0.0078125
0.327750	-0.0078125
0.327875	-0.0078125
0.328000	-0.0078125
0.328125	0
0.328250	0
0.328375	0
0.328500	0
0.328625	0
0.328750	0
0.328875	0
0.329000	0
0.329125	-0.0078125
0.329250	-0.0078125
0.329375	-0.0078125
0.329500	-0.015625
0.329625	-0.015625
0.329750	-0.0234375
0.329875	-0.0234375
0.330000	-0.015625
0.330125	-0.0078125
0.330250	-0.0078125
0.330375	0.0078125
0.330500	0.015625
0.330625	0.0234375
0.330750	0.0234375
0.330875	0.015625
0.331000	0.0078125
0.331125	0
0.331250	0
0.331375	-0.0078125
0.331500	-0.015625
0.331625	-0.0234375
0.331750	-0.0234375
0.331875	-0.015625
0.332000	-0.015625
0.332125	-0.0078125
0.332250	0
0.332375	0.0078125
0.332500	0.015625
0.332625	0.015625
0.332750	0.0078125
0.332875	0.0078125
0.333000	0.0078125
0.333125	0
0.333250	-0.0078125
0.333375	-0.0078125
0.333500	-0.015625
0.333625	-0.0234375
0.333750	-0.0234375
0.333875	-0.0234375
0.334000	-0.0234375
0.334125	-0.015625
0.334250	-0.0078125
0.334375	0
0.334500	0.0078125
0.334625	0.015625
0.334750	0.015625
0.334875	0.0078125
0.335000	0
0.335125	-0.0078125
0.335250	-0.015625
0.335375	-0.0234375
0.335500	-0.03125
0.335625	-0.0390625
0.335750	-0.03125
0.335875	-0.03125
0.336000	-0.015625
0.336125	0.0078125
0.336250	0.03125
0.336375	0.0390625
0.336500	0.046875
0.336625	0.0390625
0.336750	0.0234375
0.336875	0.0078125
0.337000	-0.0078125
0.337125	-0.0234375
0.337250	-0.03125
0.337375	-0.03125
0.337500	-0.0234375
0.337625	-0.0078125
0.337750	0
0.337875	0
0.338000	0.0078125
0.338125	0.0078125
0.338250	0
0.338375	0
0.338500	0
0.338625	0
0.338750	0
0.338875	0
0.339000	0
0.339125	-0.0078125
0.339250	-0.0078125
0.339375	-0.0078125
0.339500	-0.0078125
0.339625	-0.0078125
0.339750	-0.015625
0.339875	-0.015625
0.340000	-0.015625
0.340125	-0.015625
0.340250	-0.0078125
0.340375	-0.0078125
0.340500	0
0.340625	0
0.340750	0
0.340875	0
0.341000	0
0.341125	-0.0078125
0.341250	-0.015625
0.341375	-0.0234375
0.341500	-0.0234375
0.341625	-0.0234375
0.341750	-0.0078125
0.341875	0
0.342000	0.0078125
0.342125	0.0234375
0.342250	0.0234375
